course_title,course_url,platform,language,duration,difficulty_level,rating_out_of_5
ux-design-fundamentals,https://learn.saylor.org/course/view.php?id=807,Saylor Academy,English,15 hours,,
ux-design-strategy-and-application,https://learn.saylor.org/course/view.php?id=808,Saylor Academy,English,6 hours,,
vaccines-covid-19,https://learn.saylor.org/course/view.php?id=856,Saylor Academy,English,13 hours,,
value-of-syndromic-testing-and-its-role-in-ams,https://learn.saylor.org/course/view.php?id=857,Saylor Academy,English,8 hours,,
valuing-health,https://learn.saylor.org/course/view.php?id=690,Saylor Academy,English,22 hours,,
vector-borne-diseases,https://learn.saylor.org/course/view.php?id=1272,Saylor Academy,English,13 hours,,
version-control-essentials-git-and-github,https://learn.saylor.org/course/view.php?id=1280,Saylor Academy,English,12 hours,,
veterinary-administration-admission-triage,https://learn.saylor.org/course/view.php?id=1285,Saylor Academy,English,19 hours,,
veterinary-administration-managing-a-veterinary-practice,https://learn.saylor.org/course/view.php?id=1286,Saylor Academy,English,9 hours,,
vet-school-application-support,https://learn.saylor.org/course/view.php?id=1288,Saylor Academy,English,8 hours,,
victorian-film,https://learn.saylor.org/course/view.php?id=1292,Saylor Academy,English,14 hours,,
video-game-character-design,https://learn.saylor.org/course/view.php?id=1298,Saylor Academy,English,6 hours,,
video-game-design-development,https://learn.saylor.org/course/view.php?id=1302,Saylor Academy,English,4 hours,,
video-game-music,https://learn.saylor.org/course/view.php?id=1304,Saylor Academy,English,6 hours,,
virtual-scenario,https://learn.saylor.org/course/view.php?id=452,Saylor Academy,English,13 hours,,
volunteering-with-refugees,https://learn.saylor.org/course/view.php?id=464,Saylor Academy,English,8 hours,,
vulnerable-patient,https://learn.saylor.org/course/view.php?id=1299,Saylor Academy,English,4 hours,,
walter-scott,https://learn.saylor.org/course/view.php?id=1237,Saylor Academy,English,29 hours,,
waterloo-to-the-rhine,https://learn.saylor.org/course/view.php?id=890,Saylor Academy,English,5 hours,,
ways-of-researching,https://learn.saylor.org/course/view.php?id=1263,Saylor Academy,English,5 hours,,
wellbeing-and-resilience-at-work-sc,https://learn.saylor.org/course/view.php?id=876,Saylor Academy,English,11 hours,,
wellness,https://learn.saylor.org/course/view.php?id=877,Saylor Academy,English,10 hours,,
welshbacc,https://learn.saylor.org/course/view.php?id=468,Saylor Academy,English,12 hours,,
what-could-a-biobased-economy-mean-for-the-future-health-of-our-planet-,https://learn.saylor.org/course/view.php?id=502,Saylor Academy,English,17 hours,,
what-drives-the-body,https://learn.saylor.org/course/view.php?id=750,Saylor Academy,English,12 hours,,
what-is-health-research,https://learn.saylor.org/course/view.php?id=448,Saylor Academy,English,6 hours,,
what-is-international-human-rights-law-,https://learn.saylor.org/course/view.php?id=671,Saylor Academy,English,13 hours,,
what-is-international-human-rights-law-sc,https://learn.saylor.org/course/view.php?id=1254,Saylor Academy,English,11 hours,,
what-is-korean-philosophy,https://learn.saylor.org/course/view.php?id=660,Saylor Academy,English,74 hours,,
what-is-leadership,https://learn.saylor.org/course/view.php?id=665,Saylor Academy,English,6 hours,,
what-is-poetry,https://learn.saylor.org/course/view.php?id=668,Saylor Academy,English,11 hours,,
what-is-sociology,https://learn.saylor.org/course/view.php?id=672,Saylor Academy,English,10 hours,,
what-is-the-body,https://learn.saylor.org/course/view.php?id=729,Saylor Academy,English,12 hours,,
why-edi-foundations-of-equality-diversity-and-inclusion,https://learn.saylor.org/course/view.php?id=891,Saylor Academy,English,11 hours,,
why-religion-matters,https://learn.saylor.org/course/view.php?id=862,Saylor Academy,English,13 hours,,
william-wordsworth,https://learn.saylor.org/course/view.php?id=1240,Saylor Academy,English,7 hours,,
wisdom-skills-for-the-future-generalist-doctor,https://learn.saylor.org/course/view.php?id=892,Saylor Academy,English,22 hours,,
Women transforming classical music,https://learn.saylor.org/course/view.php?id=864,Saylor Academy,English,8 hours,,
Women transforming classical music,https://learn.saylor.org/course/view.php?id=873,Saylor Academy,English,4 hours,,
women-children-health,https://learn.saylor.org/course/view.php?id=62,Saylor Academy,English,6 hours,,
womens-and-girls-health,https://learn.saylor.org/course/view.php?id=889,Saylor Academy,English,36 hours,,
womens-health-after-motherhood,https://learn.saylor.org/course/view.php?id=1238,Saylor Academy,English,73 hours,,
womens-rights,https://learn.saylor.org/course/view.php?id=1269,Saylor Academy,English,45 hours,,
workforce-planning-research-implementation,https://learn.saylor.org/course/view.php?id=880,Saylor Academy,English,35 hours,,
Working in teams,https://learn.saylor.org/course/view.php?id=886,Saylor Academy,English,48 hours,,
Working in teams,https://learn.saylor.org/course/view.php?id=1151,Saylor Academy,English,36 hours,,
working-health-literacy,https://learn.saylor.org/course/view.php?id=1274,Saylor Academy,English,15 hours,,
working-in-a-team-how-to-succeed,https://learn.saylor.org/course/view.php?id=885,Saylor Academy,English,32 hours,,
working-supportively-with-refugees,https://learn.saylor.org/course/view.php?id=1233,Saylor Academy,English,33 hours,,
working-with-integrated-development-environments,https://learn.saylor.org/course/view.php?id=1271,Saylor Academy,English,42 hours,,
working-with-people-and-communities-to-improve-health-outcomes,https://learn.saylor.org/course/view.php?id=786,Saylor Academy,English,32 hours,,
working-with-people-and-communities-to-improve-primary-care,https://learn.saylor.org/course/view.php?id=865,Saylor Academy,English,27 hours,,
working-with-translation,https://learn.saylor.org/course/view.php?id=480,Saylor Academy,English,24 hours,,
working-with-version-control,https://learn.saylor.org/course/view.php?id=785,Saylor Academy,English,23 hours,,
workplace-english,https://learn.saylor.org/course/view.php?id=884,Saylor Academy,English,12 hours,,
workplace-health-and-safety-in-a-fitness-setting-sc,https://learn.saylor.org/course/view.php?id=661,Saylor Academy,English,11 hours,,
work-power-politics-influence,https://learn.saylor.org/course/view.php?id=779,Saylor Academy,English,26 hours,,
work-ready-skills,https://learn.saylor.org/course/view.php?id=1145,Saylor Academy,English,37 hours,,
Write it right: seven common writing mistakes,https://learn.saylor.org/course/view.php?id=770,Saylor Academy,English,50 hours,,
writing-applications,https://learn.saylor.org/course/view.php?id=872,Saylor Academy,English,39 hours,,
ww1-heroism-art-film,https://learn.saylor.org/course/view.php?id=745,Saylor Academy,English,65 hours,,
ww1-trauma,https://learn.saylor.org/course/view.php?id=46,Saylor Academy,English,111 hours,,
yct-standard-course-1,https://learn.saylor.org/course/view.php?id=47,Saylor Academy,English,120 hours,,
yct-standard-course-2,https://learn.saylor.org/course/view.php?id=344,Saylor Academy,English,75 hours,,
young-people-mental-health,https://learn.saylor.org/course/view.php?id=726,Saylor Academy,English,31 hours,,
your-essential-guide-to-university-life,https://learn.saylor.org/course/view.php?id=51,Saylor Academy,English,29 hours,,
youth-mental-health-during-covid-19,https://learn.saylor.org/course/view.php?id=50,Saylor Academy,English,31 hours,,
zakat-fundamentals-exploring-objectives-and-wealth-classification,https://learn.saylor.org/course/view.php?id=706,Saylor Academy,English,46 hours,,
zoroastrianism-history-religion-belief,https://learn.saylor.org/course/view.php?id=742,Saylor Academy,English,31 hours,,
 Financial Accounting 101,https://www.coursera.org/learn/-financial-accounting-101,Coursera,English,,,
 Financial Accounting 102,https://www.coursera.org/learn/-financial-accounting-102,Coursera,English,,,
 Financial Accounting 103,https://www.coursera.org/learn/-financial-accounting-103,Coursera,English,,,
 Network Security,https://www.coursera.org/learn/-network-security,Coursera,English,,,
 Security Principles,https://www.coursera.org/learn/-security-principles,Coursera,English,,,
10K Women 1,https://www.coursera.org/learn/10k-women-1,Coursera,English,4 hours,,4.8
10K Women 1 Hi,https://www.coursera.org/learn/10k-women-1-hi,Coursera,Hindi,4 hours,,
10K Women 10,https://www.coursera.org/learn/10k-women-10,Coursera,English,4 hours,,4.6
10K Women 10 Hi,https://www.coursera.org/learn/10k-women-10-hi,Coursera,Hindi,4 hours,,
10K Women 2,https://www.coursera.org/learn/10k-women-2,Coursera,English,4 hours,,4.8
10K Women 2 Hi,https://www.coursera.org/learn/10k-women-2-hi,Coursera,Hindi,4 hours,,
10K Women 3,https://www.coursera.org/learn/10k-women-3,Coursera,English,4 hours,,4.8
10K Women 3 Hi,https://www.coursera.org/learn/10k-women-3-hi,Coursera,Hindi,4 hours,,
10K Women 4,https://www.coursera.org/learn/10k-women-4,Coursera,English,4 hours,,4.6
10K Women 4 Hi,https://www.coursera.org/learn/10k-women-4-hi,Coursera,Hindi,4 hours,,
10K Women 5,https://www.coursera.org/learn/10k-women-5,Coursera,English,4 hours,,4.5
10K Women 5 Hi,https://www.coursera.org/learn/10k-women-5-hi,Coursera,Hindi,4 hours,,
10K Women 6,https://www.coursera.org/learn/10k-women-6,Coursera,English,4 hours,,4.5
10K Women 6 Hi,https://www.coursera.org/learn/10k-women-6-hi,Coursera,Hindi,4 hours,,
10K Women 7,https://www.coursera.org/learn/10k-women-7,Coursera,English,4 hours,,4.6
10K Women 7 Hi,https://www.coursera.org/learn/10k-women-7-hi,Coursera,Hindi,4 hours,,
10K Women 8,https://www.coursera.org/learn/10k-women-8,Coursera,English,4 hours,,4.7
10K Women 8 Hi,https://www.coursera.org/learn/10k-women-8-hi,Coursera,Hindi,4 hours,,
10K Women 9,https://www.coursera.org/learn/10k-women-9,Coursera,English,3 hours,,4.7
10K Women 9 Hi,https://www.coursera.org/learn/10k-women-9-hi,Coursera,Hindi,3 hours,,
10K Women Brpt 1,https://www.coursera.org/learn/10k-women-brpt-1,Coursera,English,,,
10K Women Brpt 10,https://www.coursera.org/learn/10k-women-brpt-10,Coursera,English,,,
10K Women Brpt 2,https://www.coursera.org/learn/10k-women-brpt-2,Coursera,English,,,
10K Women Brpt 3,https://www.coursera.org/learn/10k-women-brpt-3,Coursera,English,,,
10K Women Brpt 4,https://www.coursera.org/learn/10k-women-brpt-4,Coursera,English,,,
10K Women Brpt 5,https://www.coursera.org/learn/10k-women-brpt-5,Coursera,English,,,
10K Women Brpt 6,https://www.coursera.org/learn/10k-women-brpt-6,Coursera,English,,,
10K Women Brpt 7,https://www.coursera.org/learn/10k-women-brpt-7,Coursera,English,,,
10K Women Brpt 8,https://www.coursera.org/learn/10k-women-brpt-8,Coursera,English,,,
10K Women Brpt 9,https://www.coursera.org/learn/10k-women-brpt-9,Coursera,English,,,
10Kw Digital Marketing,https://www.coursera.org/learn/10kw-digital-marketing,Coursera,English,,,
10Kw Innovation Strategy,https://www.coursera.org/learn/10kw-innovation-strategy,Coursera,English,,,
10Kw Social Impact,https://www.coursera.org/learn/10kw-social-impact,Coursera,English,,,
20Cnwm,https://www.coursera.org/learn/20cnwm,Coursera,English,,,
21St Century Energy Transition,https://www.coursera.org/learn/21st-century-energy-transition,Coursera,English,,,
2D Cad,https://www.coursera.org/learn/2d-cad,Coursera,English,,,
360 Vr Video Production,https://www.coursera.org/learn/360-vr-video-production,Coursera,English,,,
3D Anatomy Physiology Foundations Interactive Course,https://www.coursera.org/learn/3d-anatomy-physiology-foundations-interactive-course,Coursera,English,,,
3D Animation In Unreal Engine Create An Original Character,https://www.coursera.org/learn/3d-animation-in-unreal-engine-create-an-original-character,Coursera,English,,,
3D Cad,https://www.coursera.org/learn/3d-cad,Coursera,English,,,
3D Cad Application,https://www.coursera.org/learn/3d-cad-application,Coursera,English,8 hours,Intermediate,4.8
3D Cad Fundamental,https://www.coursera.org/learn/3d-cad-fundamental,Coursera,English,9 hours,Beginner,4.6
3D Cardiovascular Anatomy Physiology Interactive Course,https://www.coursera.org/learn/3d-cardiovascular-anatomy-physiology-interactive-course,Coursera,English,2 hours,Beginner,
3D Game Prop Production,https://www.coursera.org/learn/3d-game-prop-production,Coursera,English,1 week,Intermediate,4.8
3D Gastrointestinal Anatomy Physiology Interactive Course,https://www.coursera.org/learn/3d-gastrointestinal-anatomy-physiology-interactive-course,Coursera,English,2 hours,Beginner,
3D Graphics Android Sensors Vr,https://www.coursera.org/learn/3d-graphics-android-sensors-vr,Coursera,English,3 weeks,Advanced,4.6
3D Graphics Directx Apply Integrate,https://www.coursera.org/learn/3d-graphics-directx-apply-integrate,Coursera,English,1 week,,
3D Lighting 101 With Nomad Sculpt,https://www.coursera.org/learn/3d-lighting-101-with-nomad-sculpt,Coursera,English,1 week,,
3D Modeling Rhinoscript,https://www.coursera.org/learn/3d-modeling-rhinoscript,Coursera,English,,,
3D Models Virtual Reality,https://www.coursera.org/learn/3d-models-virtual-reality,Coursera,English,,,
3D Musculoskeletal Anatomy Physiology Interactive Course,https://www.coursera.org/learn/3d-musculoskeletal-anatomy-physiology-interactive-course,Coursera,English,,,
3D Print Hardware,https://www.coursera.org/learn/3d-print-hardware,Coursera,English,,,
3D Printing Applications,https://www.coursera.org/learn/3d-printing-applications,Coursera,English,,,
3D Printing Capstone,https://www.coursera.org/learn/3d-printing-capstone,Coursera,English,,,
3D Printing Revolution,https://www.coursera.org/learn/3d-printing-revolution,Coursera,English,,,
3D Printing Software,https://www.coursera.org/learn/3d-printing-software,Coursera,English,,,
3D Reconstruction   Single Viewpoint,https://www.coursera.org/learn/3d-reconstruction---single-viewpoint,Coursera,English,,,
3D Reconstruction Multiple Viewpoints,https://www.coursera.org/learn/3d-reconstruction-multiple-viewpoints,Coursera,English,,,
3D Respiratory Anatomy Physiology Interactive Course,https://www.coursera.org/learn/3d-respiratory-anatomy-physiology-interactive-course,Coursera,English,,,
3D Specialized Anatomy Physiology Systems Interactive Course,https://www.coursera.org/learn/3d-specialized-anatomy-physiology-systems-interactive-course,Coursera,English,,,
3Ds Max Architecture Model Refine Create,https://www.coursera.org/learn/3ds-max-architecture-model-refine-create,Coursera,English,,,
3Ds Max Architecture Model Texture Light,https://www.coursera.org/learn/3ds-max-architecture-model-texture-light,Coursera,English,,,
3Ds Max Character Modeling Build Refine,https://www.coursera.org/learn/3ds-max-character-modeling-build-refine,Coursera,English,,,
3Ds Max Hand Shoelace Modeling Refine Skills,https://www.coursera.org/learn/3ds-max-hand-shoelace-modeling-refine-skills,Coursera,English,,,
3Ds Max Texturing Apply Create Refine,https://www.coursera.org/learn/3ds-max-texturing-apply-create-refine,Coursera,English,,,
3Ds Max Uv Unwrapping Analyze Create Render,https://www.coursera.org/learn/3ds-max-uv-unwrapping-analyze-create-render,Coursera,English,,,
40 Years Fighting International Epidemics In The Field,https://www.coursera.org/learn/40-years-fighting-international-epidemics-in-the-field,Coursera,English,,,
4G Network Fundamentals,https://www.coursera.org/learn/4g-network-fundamentals,Coursera,English,,,
5G Mobile Networks Course 2,https://www.coursera.org/learn/5g-mobile-networks-course-2,Coursera,English,,,
5G Mobile Networks Course 3,https://www.coursera.org/learn/5g-mobile-networks-course-3,Coursera,English,,,
5G Mobile Networks Technology Architecture And Protocols First Course 1,https://www.coursera.org/learn/5g-mobile-networks-technology-architecture-and-protocols-first-course-1,Coursera,English,,,
5G Network Fundamentals,https://www.coursera.org/learn/5g-network-fundamentals,Coursera,English,,,
5G Training Qualcomm,https://www.coursera.org/learn/5g-training-qualcomm,Coursera,English,,,
6G Evolution Blockchain Semantic Communications And Radar,https://www.coursera.org/learn/6g-evolution-blockchain-semantic-communications-and-radar,Coursera,English,,,
6G Vision Ml Intelligent Surfaces And Optical Networks,https://www.coursera.org/learn/6g-vision-ml-intelligent-surfaces-and-optical-networks,Coursera,English,,,
6Min Micro Teaching,https://www.coursera.org/learn/6min-micro-teaching,Coursera,English,,,
7 Day Personal Branding Challenge Get Paid To Be You,https://www.coursera.org/learn/7-day-personal-branding-challenge-get-paid-to-be-you,Coursera,English,,,
8 Most Controversial Terms In Ai Explained,https://www.coursera.org/learn/8-most-controversial-terms-in-ai-explained,Coursera,English,,,
911 Attack,https://www.coursera.org/learn/911-attack,Coursera,English,,,
A Blueprint For Success Your Video Pre Production,https://www.coursera.org/learn/a-blueprint-for-success-your-video-pre-production,Coursera,English,,,
A General Approach To Risk Management,https://www.coursera.org/learn/a-general-approach-to-risk-management,Coursera,English,,,
A Holistic Approach To Mental Health,https://www.coursera.org/learn/a-holistic-approach-to-mental-health,Coursera,English,,,
A Organizacao Centrada Na Jornada Do Cliente,https://www.coursera.org/learn/a-organizacao-centrada-na-jornada-do-cliente,Coursera,English,,,
A Programar,https://www.coursera.org/learn/a-programar,Coursera,English,,,
A Public Health Approach To Hearing Loss And Aging,https://www.coursera.org/learn/a-public-health-approach-to-hearing-loss-and-aging,Coursera,English,,,
A Starters Guide To Open Science,https://www.coursera.org/learn/a-starters-guide-to-open-science,Coursera,English,,,
A Strategic Approach To Cybersecurity,https://www.coursera.org/learn/a-strategic-approach-to-cybersecurity,Coursera,English,,,
A Tanulas Tanulasa,https://www.coursera.org/learn/a-tanulas-tanulasa,Coursera,English,,,
A Technical Leaders Qualities And Effectiveness,https://www.coursera.org/learn/a-technical-leaders-qualities-and-effectiveness,Coursera,English,,,
A Theoretical Origin Of Ethics In Business And Tech Industry,https://www.coursera.org/learn/a-theoretical-origin-of-ethics-in-business-and-tech-industry,Coursera,English,,,
A Turma Toda Com Simulacoes Phet Para A Educao Stem,https://www.coursera.org/learn/a-turma-toda-com-simulacoes-phet-para-a-educao-stem,Coursera,English,,,
Aada Capstone,https://www.coursera.org/learn/aada-capstone,Coursera,English,,,
Aadcapstone,https://www.coursera.org/learn/aadcapstone,Coursera,English,,,
Abap Fundamentals And Core Programming,https://www.coursera.org/learn/abap-fundamentals-and-core-programming,Coursera,English,,,
Abc Sostenibilidad,https://www.coursera.org/learn/abc-sostenibilidad,Coursera,English,,,
Abc Sustainability,https://www.coursera.org/learn/abc-sustainability,Coursera,English,,,
Abdomen Anatomy,https://www.coursera.org/learn/abdomen-anatomy,Coursera,English,,,
Ableton Live,https://www.coursera.org/learn/ableton-live,Coursera,English,,,
Aboriginal Education,https://www.coursera.org/learn/aboriginal-education,Coursera,English,,,
Academic Discussion English,https://www.coursera.org/learn/academic-discussion-english,Coursera,English,,,
Academic Research Types And Methods,https://www.coursera.org/learn/academic-research-types-and-methods,Coursera,English,,,
Academic Skills Project,https://www.coursera.org/learn/academic-skills-project,Coursera,English,,,
Academic Success For English Learners,https://www.coursera.org/learn/academic-success-for-english-learners,Coursera,English,,,
Academic Writing Capstone,https://www.coursera.org/learn/academic-writing-capstone,Coursera,English,,,
Academicinfoseek,https://www.coursera.org/learn/academicinfoseek,Coursera,English,,,
Accelerate Your Job Search With Ai,https://www.coursera.org/learn/accelerate-your-job-search-with-ai,Coursera,English,,,
Access Control Concepts,https://www.coursera.org/learn/access-control-concepts,Coursera,English,,,
Access Controls,https://www.coursera.org/learn/access-controls,Coursera,English,,,
Accessibility,https://www.coursera.org/learn/accessibility,Coursera,English,,,
Accessibility Scenic Arts,https://www.coursera.org/learn/accessibility-scenic-arts,Coursera,English,,,
Accessible Technology For Inclusion,https://www.coursera.org/learn/accessible-technology-for-inclusion,Coursera,English,,,
Accion Comunitaria,https://www.coursera.org/learn/accion-comunitaria,Coursera,English,,,
Account Management,https://www.coursera.org/learn/account-management,Coursera,English,,,
Accountability,https://www.coursera.org/learn/accountability,Coursera,English,,,
Accountability Employee Engagement,https://www.coursera.org/learn/accountability-employee-engagement,Coursera,English,,,
Accounting,https://www.coursera.org/learn/accounting,Coursera,English,,,
Accounting 1,https://www.coursera.org/learn/accounting-1,Coursera,English,,,
Accounting 2,https://www.coursera.org/learn/accounting-2,Coursera,English,,,
Accounting Analysis 2 Equity,https://www.coursera.org/learn/accounting-analysis-2-equity,Coursera,English,,,
Accounting Analysis 2 Liabilities,https://www.coursera.org/learn/accounting-analysis-2-liabilities,Coursera,English,,,
Accounting Analytics,https://www.coursera.org/learn/accounting-analytics,Coursera,English,,,
Accounting And Reporting Fundamentals,https://www.coursera.org/learn/accounting-and-reporting-fundamentals,Coursera,English,4 weeks,Beginner,4.6
Accounting Assets,https://www.coursera.org/learn/accounting-assets,Coursera,English,2 weeks,Beginner,4.4
Accounting Balance Ledgers  Adjust Entries,https://www.coursera.org/learn/accounting-balance-ledgers--adjust-entries,Coursera,English,1 hour,Beginner,
Accounting Cycle,https://www.coursera.org/learn/accounting-cycle,Coursera,English,9 hours,,4.6
Accounting Data Analytics Python,https://www.coursera.org/learn/accounting-data-analytics-python,Coursera,English,4 weeks,Intermediate,4.4
Accounting Data Entry Speedily,https://www.coursera.org/learn/accounting-data-entry-speedily,Coursera,English,1 hour,Beginner,
Accounting For Inventory,https://www.coursera.org/learn/accounting-for-inventory,Coursera,English,1 hour,Beginner,4.8
Accounting For Ma 1,https://www.coursera.org/learn/accounting-for-ma-1,Coursera,English,9 hours,Intermediate,4.7
Accounting For Ma 2,https://www.coursera.org/learn/accounting-for-ma-2,Coursera,English,7 hours,Intermediate,4.5
Accounting For Managers,https://www.coursera.org/learn/accounting-for-managers,Coursera,English,2 weeks,Intermediate,4.7
Accounting For Marketable Securities,https://www.coursera.org/learn/accounting-for-marketable-securities,Coursera,English,1 hour,Beginner,
Accounting For Property Plant And Equipment,https://www.coursera.org/learn/accounting-for-property-plant-and-equipment,Coursera,English,2 hours,Beginner,4.8
Accounting For Shareholders Equity,https://www.coursera.org/learn/accounting-for-shareholders-equity,Coursera,English,1 hour,Beginner,4.8
Accounting Fundamentals Project,https://www.coursera.org/learn/accounting-fundamentals-project,Coursera,English,4 weeks,Beginner,4.7
Accounting Information System,https://www.coursera.org/learn/accounting-information-system,Coursera,English,3 weeks,Intermediate,4.8
Accounting Standards In Financial Reports And Statement,https://www.coursera.org/learn/accounting-standards-in-financial-reports-and-statement,Coursera,English,1 hour,Beginner,4.7
Accounts Payable And Receivable Management,https://www.coursera.org/learn/accounts-payable-and-receivable-management,Coursera,English,4 weeks,Intermediate,4.6
Ace The Computer Science Interview Strategies For Success,https://www.coursera.org/learn/ace-the-computer-science-interview-strategies-for-success,Coursera,English,1 hour,Beginner,
Achieving Happiness At Work,https://www.coursera.org/learn/achieving-happiness-at-work,Coursera,English,4 hours,Beginner,4.9
Achieving Health Equity In Healthcare,https://www.coursera.org/learn/achieving-health-equity-in-healthcare,Coursera,English,,,
Achieving Longevity Through Movement,https://www.coursera.org/learn/achieving-longevity-through-movement,Coursera,English,,,
Achieving Supplier Diversity,https://www.coursera.org/learn/achieving-supplier-diversity,Coursera,English,,,
Acing Product Management Interviews,https://www.coursera.org/learn/acing-product-management-interviews,Coursera,English,,,
Act On Climate,https://www.coursera.org/learn/act-on-climate,Coursera,English,,,
Act On Digital World,https://www.coursera.org/learn/act-on-digital-world,Coursera,English,,,
Act Strategically,https://www.coursera.org/learn/act-strategically,Coursera,English,,,
Acting Skills Business Communication Leadership,https://www.coursera.org/learn/acting-skills-business-communication-leadership,Coursera,English,,,
Active Learning In Stem Courses,https://www.coursera.org/learn/active-learning-in-stem-courses,Coursera,English,,,
Active Listening Enhancing Communication Skills,https://www.coursera.org/learn/active-listening-enhancing-communication-skills,Coursera,English,,,
Activism Social Movements,https://www.coursera.org/learn/activism-social-movements,Coursera,English,,,
Activism Sports Culture,https://www.coursera.org/learn/activism-sports-culture,Coursera,English,,,
Activismo Movimientos Sociales,https://www.coursera.org/learn/activismo-movimientos-sociales,Coursera,English,,,
Activity Based Costing,https://www.coursera.org/learn/activity-based-costing,Coursera,English,,,
Activos Amenazas Y Vulnerabilidades,https://www.coursera.org/learn/activos-amenazas-y-vulnerabilidades,Coursera,English,,,
Actors Discuss Romeo And Juliet,https://www.coursera.org/learn/actors-discuss-romeo-and-juliet,Coursera,English,,,
Actua Dolor Cronico,https://www.coursera.org/learn/actua-dolor-cronico,Coursera,English,,,
Actualizacion Manejo Diabetes Tipo 2,https://www.coursera.org/learn/actualizacion-manejo-diabetes-tipo-2,Coursera,English,,,
Acupressure,https://www.coursera.org/learn/acupressure,Coursera,English,,,
Acupuncture Techniques Common Conditions,https://www.coursera.org/learn/acupuncture-techniques-common-conditions,Coursera,English,,,
Acute Stroke Race Scale,https://www.coursera.org/learn/acute-stroke-race-scale,Coursera,English,,,
Adaptability And Resiliency,https://www.coursera.org/learn/adaptability-and-resiliency,Coursera,English,,,
Addiction And The Brain,https://www.coursera.org/learn/addiction-and-the-brain,Coursera,English,,,
Addiction Treatment,https://www.coursera.org/learn/addiction-treatment,Coursera,English,,,
Adding Electronics To Rapid Prototypes,https://www.coursera.org/learn/adding-electronics-to-rapid-prototypes,Coursera,English,,,
Additional Process Techniques In Microfabrication,https://www.coursera.org/learn/additional-process-techniques-in-microfabrication,Coursera,English,,,
Additive Manufacturing 3D Printing,https://www.coursera.org/learn/additive-manufacturing-3d-printing,Coursera,English,,,
Address Business Issues With Data Science,https://www.coursera.org/learn/address-business-issues-with-data-science,Coursera,English,,,
Adhd Treatment,https://www.coursera.org/learn/adhd-treatment,Coursera,English,,,
Adjective Clauses,https://www.coursera.org/learn/adjective-clauses,Coursera,English,,,
Administracao Financeira,https://www.coursera.org/learn/administracao-financeira,Coursera,English,,,
Administracion Tecnologias Informacion,https://www.coursera.org/learn/administracion-tecnologias-informacion,Coursera,English,,,
Administrasi Sistem Dan Layanan Infrastruktur Ti,https://www.coursera.org/learn/administrasi-sistem-dan-layanan-infrastruktur-ti,Coursera,English,,,
Administration Systeme Et Services Infrastructure Informatique,https://www.coursera.org/learn/administration-systeme-et-services-infrastructure-informatique,Coursera,English,,,
Administration Systeme Et Services Infrastructure Informatique Google,https://www.coursera.org/learn/administration-systeme-et-services-infrastructure-informatique-google,Coursera,English,,,
Admonfinanciera,https://www.coursera.org/learn/admonfinanciera,Coursera,English,,,
Adobe Commerce Best Practice Use Cases Careers Case Study,https://www.coursera.org/learn/adobe-commerce-best-practice-use-cases-careers-case-study,Coursera,English,,,
Adobe Commerce Introduction,https://www.coursera.org/learn/adobe-commerce-introduction,Coursera,English,,,
Adobe Commerce Technology Concepts,https://www.coursera.org/learn/adobe-commerce-technology-concepts,Coursera,English,,,
Adobe Digital Marketing,https://www.coursera.org/learn/adobe-digital-marketing,Coursera,English,,,
Adobe Express Crash Course,https://www.coursera.org/learn/adobe-express-crash-course,Coursera,English,,,
Adobe Illustrator Basics For Beginners,https://www.coursera.org/learn/adobe-illustrator-basics-for-beginners,Coursera,English,,,
Adobe Illustrator Cc Lo092033,https://www.coursera.org/learn/adobe-illustrator-cc-lo092033,Coursera,English,,,
Adobe Illustrator Cc Lo092034,https://www.coursera.org/learn/adobe-illustrator-cc-lo092034,Coursera,English,,,
Adobe Illustrator Super Speed Boost Workflow Efficiency,https://www.coursera.org/learn/adobe-illustrator-super-speed-boost-workflow-efficiency,Coursera,English,,,
Adobe Indesign Cc Lo092023,https://www.coursera.org/learn/adobe-indesign-cc-lo092023,Coursera,English,,,
Adobe Indesign Cc Lo092024,https://www.coursera.org/learn/adobe-indesign-cc-lo092024,Coursera,English,,,
Adobe Intro Dx Ecommerce,https://www.coursera.org/learn/adobe-intro-dx-ecommerce,Coursera,English,,,
Adobe Photoshop Cc Lo092013,https://www.coursera.org/learn/adobe-photoshop-cc-lo092013,Coursera,English,,,
Adobe Photoshop Cc Lo092014,https://www.coursera.org/learn/adobe-photoshop-cc-lo092014,Coursera,English,,,
Adobe Photoshop Foundations,https://www.coursera.org/learn/adobe-photoshop-foundations,Coursera,English,,,
Adp Advancing Proficiency In Us Payroll Fundamentals,https://www.coursera.org/learn/adp-advancing-proficiency-in-us-payroll-fundamentals,Coursera,English,,,
Adp Benefits Financial Protection Growth And Assistance,https://www.coursera.org/learn/adp-benefits-financial-protection-growth-and-assistance,Coursera,English,,,
Adp Benefits Health Wellness Work And Lifestyle,https://www.coursera.org/learn/adp-benefits-health-wellness-work-and-lifestyle,Coursera,English,,,
Adp Compensation Job Evaluations And Pay Structures,https://www.coursera.org/learn/adp-compensation-job-evaluations-and-pay-structures,Coursera,English,,,
Adp Exploring The Field Payroll,https://www.coursera.org/learn/adp-exploring-the-field-payroll,Coursera,English,,,
Adp Fundamentals Of Benefit Strategies,https://www.coursera.org/learn/adp-fundamentals-of-benefit-strategies,Coursera,English,,,
